Gender,Stage Name,Full Name,Date of Birth,Group,Country,Second Country,Birthplace,Other Group,Former Group,Position,SK_Province,Short,Debut,Company,Members,Orig. Memb.,Fanclub Name,Active
Female,Gabin,Kim Gabin,1989-09-18,Blady,South Korea,,Busan,,,,Busan,,2011-05-16,Star Planet,5.0,4.0,Hi ade,No
Female,Gaeul,Park Gaeul,1999-05-08,Favorite,South Korea,,Seoul,,,,Seoul,,2017-07-05,Astory,6.0,6.0,,Yes
Female,Gaeul,Kim Gaeul,2002-09-24,IVE,South Korea,,Incheon,,,,Incheon,,2021-12-01,Starship,6.0,6.0,DIVE,Yes
Female,Gaeun,Cho Kaeun,1992-07-28,,South Korea,,Changwon,,Dal Shabet,,Gyeongsangnam-do,,2011-01-03,,,,,No
Female,Gaeun,Oh Gaeun,2005-11-08,Madein,South Korea,,,LIMELIGHT,,,,,2024-09-03,,,,,
Female,Gaeun,Lee Gaeun,2000-07-18,ARTBEAT,South Korea,,,,,,,,2022-11-16,,,,,
Female,Gaga,Lee Soobin,1994-11-10,Gate9,South Korea,,,,,,,,2017-10-25,,,,,
Female,Gaga,Li Jia Jia,1999-09-01,,China,,,,NATURE,,,,2018-08-03,,,,,No
Female,Gahyeon,Lee Gahyeon,1999-02-03,Dreamcatcher,South Korea,,Seongnam,,,,Gyeonggi-do,,2017-01-13,Happy Face,7.0,7.0,,Yes
Female,Gain,Son Gain,1987-09-20,Brown Eyed Girls,South Korea,,,,,,,B.E.G.,2006-03-02,Mystic,4.0,4.0,Everlasting,Yes
Female,Gaon,Beom Gaon,2001-03-09,Bonus Baby,South Korea,,,,,,,,2017-01-01,Maroo,6.0,6.0,,No
Female,Garam,Kim Garam,2005-11-16,,South Korea,,,,LE SSERAFIM,,,,2022-05-02,,,,,No
Female,Gayoon,Heo Gayoon,1990-05-18,4Minute,South Korea,,Seoul,2YOON,,,Seoul,,2009-06-15,Cube,5.0,5.0,4nia,No
Female,Gayoung,Kim Gayoung,1991-12-02,Stellar,South Korea,,Seoul,,,,Seoul,,2011-08-28,Pascal,4.0,4.0,Twinkle,No
Female,Gehlee,Gehlee Dangca,2007-08-19,UNIS,Philippines,,Las Pinas,,,,,,2024-03-27,,,,,
Female,Genie,Cho Heejin,2002-03-19,TRACER,South Korea,,,,,,,,2022-04-03,Gleamedia,4.0,4.0,,Yes
Female,Geumhee,Han Geumhee,2005-03-04,CSR,South Korea,,Incheon,,,,Incheon,,2022-07-27,A2Z,7.0,7.0,Maeum,Yes
Female,Geummi,Baek Boram,1988-06-18,Crayon Pop,South Korea,,Seoul,,,Leader,Seoul,,2012-07-18,Chrome,4.0,5.0,,No
Female,Giru,Park Giru,1991-08-14,Blady,South Korea,,Incheon,,,,Incheon,,2011-05-16,Star Planet,5.0,4.0,Hi ade,No
Female,Giselle,Uchinaga Aeri,2000-10-30,aespa,Japan,,,,,,,,2020-11-17,SM,4.0,4.0,My,Yes
Female,Goeun,Na Goeun,1999-09-03,Purple Kiss,South Korea,,,,,,,,2021-03-15,RBW,6.0,7.0,,Yes
Female,Gowon,Park Chaewon,2000-11-19,Loossemble,South Korea,,,Loona yyxy,LOONA,,,,2023-09-15,CTDENM,5.0,5.0,C.Loo,Yes
Female,Gowoon,Moon Yujeong,1998-12-18,Berry Good,South Korea,,,,,,,,2014-05-21,Asia Bridge,6.0,5.0,,No
Female,Gracie,Kim Gaeun,1996-10-28,H.U.B,South Korea,,,,,,,HUB,2017-02-09,New Planet,5.0,4.0,,No
Female,Gyuri,Park Gyuri,1988-05-21,KARA,South Korea,,Seoul,,,,Seoul,,2007-03-29,DSP,5.0,5.0,Kamilia,Yes
Female,Gyuri,Jang Gyuri,1997-12-27,,South Korea,,Seoul,,fromis_9,,Seoul,,2018-01-24,,,,,No
Female,Habin,Yoo Habin,2002-03-10,,South Korea,,,,Dreamnote,,,,2018-11-07,,,,,No
Female,Haebin,Han Haebin,1995-08-16,Gugudan,South Korea,,,,,,,,2016-06-28,Jellyfish,8.0,9.0,,No
Female,Haein,Yeom Haein,1995-05-19,Laboum,South Korea,,Ojeonggu,,,Lead Dancer,,,2014-08-27,NH,4.0,6.0,Latte,Yes
Female,Haena,Lee Haena,1991-06-02,Matilda,South Korea,,,,,,,,2016-03-18,Box,4.0,4.0,,No
Female,Haena,Jeon Eunbi,2002-02-19,ANS,South Korea,,,,,,,,2019-09-16,ANS,8.0,6.0,,No
Female,Haeri,Lee Haeri,1985-02-14,Davichi,South Korea,,Seoul,,,,Seoul,,2008-02-04,CJ E&M,2.0,2.0,,Yes
Female,Haeri,Jung Haeri,1997-01-14,P.O.P,South Korea,,Seoul,,,,Seoul,,2017-07-26,DWM,6.0,6.0,,No
Female,Haerin,Kang Haerin,2006-05-15,NewJeans,South Korea,,Gimcheon,,,,Gyeongsangbuk-do,NWJNS,2022-07-22,ADOR,5.0,5.0,Bunnies,Yes
Female,Haeryeong,Na Haeryeong,1994-11-11,BESTie,South Korea,,,,,,,,2013-07-11,YNB,4.0,4.0,BESTiny,No
Female,Haeun,Yoon Haeun,1999-03-12,3YE,South Korea,,,,Apple.B,,,,2019-05-21,GH,3.0,3.0,,Yes
Female,Haeun,Lim Haeun,2008-11-02,Lapillus,South Korea,,,,,,,,2022-06-22,MLD,6.0,6.0,LAPIS,Yes
Female,Haeun,Lee Haeun,2002-06-25,ARTBEAT,South Korea,,,,,,,,2022-11-16,,,,,
Female,Haewon,Oh Haewon,2003-02-25,NMIXX,South Korea,,,,,,,,2022-02-22,JYP,6.0,7.0,NSWER,Yes
Female,Haeyeon,Lee Taeyeon,1994-01-11,Gate9,South Korea,,,,,,,,2017-10-25,,,,,
Female,Haeyoon,Park Haeyoon,1996-01-10,Cherry Bullet,South Korea,,,,,,,,2019-01-21,FNC,7.0,10.0,,Yes
Female,Hajeong,Lee Hajeong,1997-09-23,,South Korea,,,,NeonPunch,,,,2018-06-27,,,,,No
Female,Han Hyeri,Han Hyeri,1997-08-24,I.B.I,South Korea,,Gwangmyeong,,,,Gyeonggi-do,,2016-08-18,,,,,
Female,Han Leeseul,Han Jiyoon,2000-02-12,Rockit Girl,South Korea,,,,,,,,2019-05-30,Rolling,2.0,2.0,,Yes
Female,Hana,Shin Bora,1993-04-30,Gugudan,South Korea,,,,,,,,2016-06-28,Jellyfish,8.0,9.0,,No
Female,Hana,Jung Hana,1990-02-02,SECRET,South Korea,,Uljeongbu,,,,Gyeonggi-do,,2009-10-13,TS,3.0,4.0,Secret Time,No
Female,Hana,Hayase Hana,2000-02-27,ILY:1,Japan,,,,,,,,2022-04-04,FC ENM,6.0,6.0,,Yes
Female,Hanbyeol,Ahn Hanbyeol,2003-10-13,,South Korea,,,,Dreamnote,,,,2018-11-07,,,,,No
Female,Hanbyul,Kyung Hanbyul,2005-07-01,PRECIOUS,South Korea,,Seoul,,,,Seoul,PRCS,2020-09-23,Umi,5.0,5.0,,Yes
Female,Handong,Han Dong,1996-03-26,Dreamcatcher,China,,Wuhan,,,,,,2017-01-13,Happy Face,7.0,7.0,,Yes
Female,Haneul,Choi Haneul,2000-11-28,Saturday,South Korea,,,,,,,,2018-07-18,SD,6.0,7.0,,Yes
Female,Haneul,Won Haneul,2005-05-25,KISS OF LIFE,South Korea,,Suwon,,,,Gyeonggi-do,,2023-06-05,S2,4.0,4.0,KISSY,Yes
Female,Hani,Ahn Hee-yeon,1992-05-01,EXID,South Korea,,Seoul,,,,Seoul,,2012-02-16,Yedang,5.0,6.0,LEGO,Hiatus
Female,Hanna,Shin Jiyeon,1994-02-19,MIXX,South Korea,,,,,Leader,,,2016-05-02,Chiko,5.0,4.0,,No
Female,Hannah,Bae Hyunyoung,1999-10-23,Queenz Eye,South Korea,,Seongnam,,,,Gyeonggi-do,,2022-10-24,Big Mountain,6.0,6.0,,Yes
Female,Hannah,Kang Minkyung,2003-01-04,X:IN,South Korea,,,,,,,,2023-04-11,Escrow,5.0,5.0,,Yes
Female,Hanni,Pham Ngoc Han,2004-10-06,NewJeans,Vietnam,,Melbourne,,,,,NWJNS,2022-07-22,ADOR,5.0,5.0,Bunnies,Yes
Female,Hanwoom,Byun Hanwoom,2001-06-05,PRECIOUS,South Korea,,Seoul,,,,Seoul,PRCS,2020-09-23,Umi,5.0,5.0,,Yes
Female,Haram,Kim Haram,2001-01-13,Billlie,South Korea,,,,,,,,2021-11-10,MYSTIC,7.0,6.0,,Yes
Female,Haram,Shin Haram,2007-10-17,BABYMONSTER,South Korea,,,,,,,,2023-11-27,YG,7.0,7.0,,Yes
Female,Hara,Koo Hara,1991-01-13,KARA,South Korea,,Gwangju,,,,Gwangju,,2007-03-29,DSP,5.0,5.0,Kamilia,Yes
Female,Hari,,2005-04-08,Girls' World,Japan,,Kagoshima,,,,,,2022-06-20,Liz,4.0,4.0,Sweipi,Yes
Female,Harin,,1995-11-21,Lusty,South Korea,,Seoul,,,Sub Vocal,Seoul,,2019-06-26,babaplay,5.0,5.0,,Yes
Female,Harin,Park Guenhye,2000-05-26,Pink Fantasy,South Korea,,,,,,,,2018-10-28,My Doll,8.0,8.0,,Yes
Female,Harin,Seo Harin,2000-12-07,BOTOPASS,South Korea,,,,,,,,2020-08-26,WKS ENE,8.0,8.0,,Yes
Female,Haru,Han Sangsook,1994-07-06,Gate9,South Korea,,Bucheon,,,,Gyeonggi-do,,2017-10-25,,,,,
Female,Haru,Abe Haruno,2000-02-21,NATURE,Japan,,,,,,,,2018-08-03,n.CH,9.0,9.0,,Yes
Female,Haru,Lee Yoojeong,1997-02-26,Ho1iday,South Korea,,,,MyB,,,,2019-04-18,,,,,
Female,Haruna,Osato Haruna,2006-01-30,Billlie,Japan,,,,,,,,2021-11-10,MYSTIC,7.0,6.0,,Yes
Female,Haseul,Jo Haseul,1997-08-18,ARTMS,South Korea,,Ansan,Loona 1/3,LOONA,,Gyeonggi-do,,2024-05-31,,,,,
Female,Hayeon,Jeong Hayeon,2007-08-01,tripleS,South Korea,,,,,,,,2023-02-13,MODHAUS,20.0,24.0,,Yes
Female,Hayoon,Jung Hayoon,1998-11-21,Bonus Baby,South Korea,,,,MyB,,,,2017-01-01,Maroo,6.0,6.0,,No
Female,Hayoung,Oh Hayoung,1996-07-19,Apink,South Korea,,Seoul,,,,Seoul,,2011-04-19,Plan A,5.0,7.0,Pink Panda,Yes
Female,Hayoung,Lee Hayoung,1993-08-03,Playback,South Korea,,,,,,,,2015-06-25,Coridel,5.0,4.0,,No
Female,Hayoung,Song Hayoung,1997-09-29,fromis_9,South Korea,,Gwangju,,,,Gwangju,,2018-01-24,Off The Record,9.0,9.0,,Yes
Female,Hayun,Lee Hayun,1994-08-29,,South Korea,,Changwon,,Brave Girls,,Gyeongsangnam-do,,2011-04-08,,,,,No
Female,Hayun,Choi Hayun,2004-01-16,Hi-L,South Korea,,Seoul,,,,Seoul,,2021-08-11,Kpop Live,6.0,6.0,,Yes
Female,Hayun,Ha Seyun,2003-11-20,PRIMROSE,South Korea,,,,,,,,2023-01-13,AO,1.0,2.0,,Yes
Female,Heejin,Jeon Heejin,2000-10-19,ARTMS,South Korea,,Seongnam,"Loona 1/3,ARTMS",LOONA,,Gyeonggi-do,,2024-05-31,,,,,
Female,Heejin,Song Heejin,1995-08-19,Good Day,South Korea,,Seoul,,,,Seoul,,2017-08-30,C9,10.0,10.0,,No
Female,Heejoo,Jeon Heejoo,1996-11-30,Ho1iday,South Korea,,,,MyB,,,,2019-04-18,,,,,
Female,Heeo,Gwak Heeoh,1994-05-02,4TEN,South Korea,,,,,,,,2014-08-26,Jungle,4.0,4.0,,No
Female,Heesu,Kim Heesu,1998-03-24,Maka Maka,South Korea,,,,,,,,2020-08-04,Dreamus,5.0,5.0,,Yes
Female,Heesun,Park Heesun,2005-01-25,Pink Fantasy,South Korea,,,,,,,,2018-10-28,My Doll,8.0,8.0,,Yes
Female,Heeyu,Choi Heejae,1995-06-30,MIXX,South Korea,,,,,,,,2016-05-02,Chiko,5.0,4.0,,No
Female,Henny,Kang Gayoung,1994-12-01,,South Korea,,,,MIXX,,,,2016-05-02,,,,,No
Female,High.D,Kim Dohee,1996-12-21,Sonamoo,South Korea,,Suwon,,,Main Vocalist,Gyeonggi-do,,2014-12-29,TS,5.0,7.0,Solbangul,No
Female,Hikaru,Ezaki Hikaru,2004-03-12,Kep1er,Japan,,,,,,,,2022-09-07,WakeOne,9.0,9.0,,Yes
Female,Hina,Nagai Hina,2003-04-07,LIGHTSUM,Japan,,Kanagawa,,,,,,2021-06-10,Cube,6.0,8.0,SUMIT,Yes
Female,Hitomi,Honda Hitomi,2001-10-06,IZ*ONE,Japan,,Toghichi,,,,,IZONE,2018-10-29,Off The Record,12.0,12.0,,No
Female,Hu'e,Kim Inhye,2003-11-20,BADVILLAIN,South Korea,,,,,,,,2024-06-03,,,,,
Female,Huihyeon,Ki Huihyeon,1995-06-16,DIA,South Korea,,Namwon,,,,Jeollabuk-do,,2015-07-14,MBK,6.0,7.0,AID,Yes
Female,Huiyeon,Oh Huiyeon,2005-08-01,,South Korea,,,,LIGHTSUM,,,,2021-06-10,,,,,No
Female,Hwasa,Ahn Hyejin,1995-07-23,Mamamoo,South Korea,,Jeonju,,,Lead Vocalist,Jeollabuk-do,,2014-06-18,RBW,4.0,4.0,Moomoo,Yes
Female,Hwiseo,Jo Hwihyeon,2002-07-31,H1-KEY,South Korea,,,,,,,,2022-01-05,GLG,4.0,4.0,,Yes
Female,Hyangsuk,Lee Hyangsuk,1991-04-24,2EYES,South Korea,,Seoul,,,,Seoul,,2013-07-20,SidusHQ,4.0,5.0,,No
Female,Hyebin,Lee Hyebin,1996-01-12,MOMOLAND,South Korea,,Andong,,,,Gyeongsangbuk-do,,2016-11-09,Double Kick,6.0,7.0,,Yes
Female,Hyebin,Im Hyebin,1999-11-10,Highteen,South Korea,,,,,,,,2016-10-14,Elijah,4.0,4.0,,No
Female,Hyebin,Kim Hyebin,1997-03-29,AREAL,South Korea,,,,Rose Finger,,,,2020-08-21,JZ Factory,4.0,4.0,,No
Female,Hyein,Lee Hyein,2008-04-21,NewJeans,South Korea,,Incheon,,,,Incheon,NWJNS,2022-07-22,ADOR,5.0,5.0,Bunnies,Yes
Female,Hyejeong,Shin Hyejeong,1993-08-10,AOA,South Korea,,Seoul,,,,Seoul,,2012-07-30,FNC,4.0,8.0,ELVIS,Yes
Female,Hyeji,Jeong Hyeji,1992-04-02,4TEN,South Korea,,Seoul,,,,Seoul,,2014-08-26,Jungle,4.0,4.0,,No
Female,Hyejin,Baek Hyejin,1996-11-21,4TEN,South Korea,,Sacheon,,,,Gyeongsangnam-do,,2014-08-26,Jungle,4.0,4.0,,No
Female,Hyejin,Kang Hyejin,2000-07-13,CRAXY,South Korea,,,,,,,,2020-03-03,SAITEINMENT,5.0,5.0,,Yes
Female,Hyejoo,Park Hyunjoo,1999-01-12,Highteen,South Korea,,,,,,,,2016-10-14,Elijah,4.0,4.0,,No
Female,Hyeju,Son Hyeju,2001-11-13,Loossemble,South Korea,,,Loona yyxy,LOONA,,,,2023-09-15,CTDENM,5.0,5.0,C.Loo,Yes
Female,Hyeju,Hong Hyeju,2003-12-09,CLASS:y,South Korea,,Seoul,,,,Seoul,,2022-05-05,Universal,7.0,7.0,,Yes
Female,Hyemi,Pyo Hyemi,1991-04-03,9Muses,South Korea,,Gwangju,9MUSES A,,,Gwangju,Nine Muses,2010-08-12,Star Empire,4.0,9.0,MINE,No
Female,Hyemi,Kim Hyemi,1990-08-10,Fiestar,South Korea,,Seoul,,,,Seoul,,2012-08-31,LOEN,5.0,6.0,Let's,No
Female,Hyeoeun,Lee Hyoeun,1993-03-16,Stellar,South Korea,,Seoul,,,,Seoul,,2011-08-28,Pascal,4.0,4.0,Twinkle,No
Female,Hyeongshin,Kim Hyungshin,2002-05-03,HOT ISSUE,South Korea,,,,,,,,2021-04-28,,,,,
Female,Hyeran,Noh Hyeran,1993-04-09,,South Korea,,,,Brave Girls,,,,2011-04-08,,,,,No
Female,Hyeri,Lee Hyeri,1994-06-09,Girl's Day,South Korea,,Gwangju,,,,Gwangju,GsD,2010-07-09,DreamT,4.0,5.0,Dai5y,Hiatus
Female,Hyerim,Woo Hyerim,1992-09-01,Wonder Girls,South Korea,,Seoul,,,,Seoul,WG,2007-02-13,JYP,4.0,5.0,Wonderful,No
Female,Hyerin,Seo Hyerin,1993-08-23,EXID,South Korea,,Gwangju,,,,Gwangju,,2012-02-16,Yedang,5.0,6.0,LEGO,Hiatus
Female,Hyerin,Kim Hyerin,1993-06-13,2EYES,South Korea,,Seoul,,,,Seoul,,2013-07-20,SidusHQ,4.0,5.0,,No
Female,Hyerin,Jeong Hyerin,2007-04-12,tripleS,South Korea,,,,,,,,2023-02-13,MODHAUS,20.0,24.0,,Yes
Female,Hyewon,Kang Hyewon,1999-07-05,IZ*ONE,South Korea,,Yangsan,,,,Gyeongsangnam-do,IZONE,2018-10-29,Off The Record,12.0,12.0,,No
Female,Hyeyeon,Kang Hyeyeon,1990-12-08,BESTie,South Korea,,,,EXID,,,,2013-07-11,YNB,4.0,4.0,BESTiny,No
Female,Hyeyeon,Cho Hyeyeon,2000-08-05,,South Korea,,,Gugudan Oguogu,Gugudan,,,,2016-06-28,,,,,No
Female,Hyogyeong,Jang Hyogyeong,1999-11-15,ARIAZ,South Korea,,,,,,,,2019-10-23,Rising Star,6.0,6.0,,No
Female,Hyojung,Choi Hyojung,1994-07-28,Oh My Girl,South Korea,,Yangyang,,,,Gangwon-do,OHMG,2015-04-21,WM,6.0,8.0,Miracle,Yes
Female,Hyomin,Park Sunyoung,1989-05-30,T-ara,South Korea,,Busan,,,,Busan,,2009-07-29,MBK,4.0,6.0,QUEEN'S,Hiatus
Female,Hyori,Inn Hyori,2000-06-02,mimiirose,South Korea,,,,,,,,2022-09-16,YES IM,5.0,5.0,bloomii,Yes
Female,Hyorin,Kim Hyojung,1990-12-11,SISTAR,South Korea,,,SISTAR19,,,,,2010-03-06,Starship,4.0,4.0,STAR1,No
Female,Hyosun,Lim Hyosun,1998-07-10,H.U.B,South Korea,,,,Kiwi Band,,,HUB,2017-02-09,New Planet,5.0,4.0,,No
Female,Hyosung,Jun Hyoseong,1989-10-13,SECRET,South Korea,,Cheongju,,,,Chungcheongbuk-do,,2009-10-13,TS,3.0,4.0,Secret Time,No
Female,Hyoyeon,Kim Hyoyeon,1989-09-22,Girls' Generation,South Korea,,Incheon,,,,Incheon,SNSD,2007-08-05,SM,5.0,9.0,SONE,Yes
Female,HyunA,Kim Hyuna,1992-06-06,4Minute,South Korea,,Jeolla,,Wonder Girls,,,,2007-02-13,Cube,5.0,5.0,4nia,No
Female,Hyuna,Moon Hyuna,1987-01-19,,South Korea,,Yeosu,,9Muses,,Jeollanam-do,,2010-08-12,,,,,No
Female,Hyunbin,Kim Hyunbin,2004-05-26,TRI.BE,South Korea,,,,,,,,2021-02-17,TR - Mellow,7.0,7.0,TRUE,Yes
Female,Hyungseo,Myeong Hyeongseo,2001-06-25,CLASS:y,South Korea,,,,Busters,,,,2017-11-27,Universal,7.0,7.0,,Yes
Female,Hyunji,Kim Hyunji,1992-06-30,Hashtag,South Korea,,,,,,,Hashtag,2017-10-11,LUK,7.0,7.0,,Yes
Female,Hyunjin,Kim Hyunjin,2000-11-15,Loossemble,South Korea,,Jeonju,Loona 1/3,LOONA,,Jeollabuk-do,,2023-09-15,CTDENM,5.0,5.0,C.Loo,Yes
Female,Hyunjoo,Lee Hyunjoo,1998-02-05,UNI.T,South Korea,,Seoul,,April,,Seoul,,2018-05-18,Unit Culture,8.0,9.0,,No
Female,Hyunseo,Go Hyunseo,1999-06-17,,South Korea,,,,G-reyish,,,,2017-06-01,,,,,No
Female,Hyunyoung,Cho Hyunyoung,1991-08-11,Rainbow,South Korea,,Seoul,"Rainbow Blaxx, Rainbow Pixie",,,Seoul,,2009-11-12,DSP,7.0,7.0,,No
Female,I.L,Kim Jiwon,1997-07-01,IRRIS,South Korea,,Daegu,,"Good Day, RedSquare",Vocalist,Daegu,,2022-07-06,Mellow,4.0,4.0,,Yes
Female,Iaan,Yoo Dongju,2002-03-22,XUM,South Korea,,,,NeonPunch,,,,2020-09-22,A100,3.0,3.0,AWEXUM,No
Female,Ida,Ko Chaeyoung,2000-05-19,MAJORS,South Korea,,,,,,,,2021-03-09,ANS,6.0,6.0,MVP,Yes
Female,Ina,Jeong Yina,2004-06-08,BADVILLAIN,South Korea,Australia,Sydney,,,,,,2024-06-03,,,,,
Female,Ireh,Cho Seoyoung,2002-04-30,Purple Kiss,South Korea,,,,,,,,2021-03-15,RBW,6.0,7.0,,Yes
Female,Irene,Bae Juhyun,1991-03-29,Red Velvet,South Korea,,Daegu,Red Velvet - IRENE SEULGI,,,Daegu,RV,2014-08-01,SM,5.0,4.0,,Yes
Female,Iroha,Hokazuno Iroha,2008-02-04,ILLIT,Japan,,Tokyo,,,,,,2024-03-25,,,,,
Female,Isa,Lee Chaeyoung,2002-01-23,STAYC,South Korea,,Busan,,,,Busan,,2020-11-12,Hi-Up,6.0,6.0,,Yes
Female,Isol,,1997-05-01,Lusty,South Korea,,Seoul,,,Main Vocal,Seoul,,2019-06-26,babaplay,5.0,5.0,,Yes
Female,J,Lee Yeji,1998-02-12,ANS,South Korea,,,,,,,,2019-09-16,ANS,8.0,6.0,,No
Female,J,Jang Yeeun,2004-12-09,STAYC,South Korea,,Daejeon,,,,Daejeon,,2020-11-12,Hi-Up,6.0,6.0,,Yes
Female,J.Min,Shin Minjung,1994-11-20,Tiny-G,South Korea,,,,,,,,2012-08-23,GNG,3.0,4.0,,No
Female,Jackie,Kang Chaeyeon,2001-11-17,ICHILLIN',USA,South Korea,Los Angeles,,,,,,2021-09-08,KM,7.0,7.0,,Yes
Female,Jaehee,Lee Jaehee,2004-03-18,Weeekly,South Korea,,,,,"Rapper, Sub Vocal",,,2020-07-30,Play M,6.0,7.0,,Yes
Female,Jaekyung,Kim Jaekyung,1988-12-24,Rainbow,South Korea,,Seoul,Rainbow Blaxx,,,Seoul,,2009-11-12,DSP,7.0,7.0,,No
Female,Jamie,Park Jimin,1997-07-05,15&,South Korea,,Seoul,,,,Seoul,,2012-10-05,JYP,2.0,2.0,,No
Female,Jane,Sung Jiyeon,1997-12-20,MOMOLAND,South Korea,,Changwon,,,,Gyeongsangnam-do,,2016-11-09,Double Kick,6.0,7.0,,Yes
Female,Jea,Kim Hyojin,1981-09-18,Brown Eyed Girls,South Korea,,,,,,,B.E.G.,2006-03-02,Mystic,4.0,4.0,Everlasting,Yes
Female,Jeewon,Kim Jiwon,1999-04-01,cignature,South Korea,,Busan,,Good Day,,Busan,,2017-08-30,C9,7.0,7.0,,Yes
Female,Jei,Kim Jinhee,1989-09-05,Fiestar,South Korea,,Bucheon,,,,Gyeonggi-do,,2012-08-31,LOEN,5.0,6.0,Let's,No
Female,Jenna,Kim Minji,2006-10-06,,South Korea,,Changwon,,Queenz Eye,,Gyeongsangnam-do,,2022-10-24,,,,,No
Female,Jennie,Kim Jennie,1996-01-16,BLACKPINK,South Korea,,Anyang,,,,Gyeonggi-do,,2016-08-08,YG,4.0,4.0,,Yes
Female,Jenny,Lee Soyul,1996-09-04,,South Korea,,Seoul,,DIA,,Seoul,,2015-07-14,,,,,No
Female,Jeonghee,Go Jeonghee,2000-03-11,Favorite,South Korea,,Incheon,,,,Incheon,,2017-07-05,Astory,6.0,6.0,,Yes
Female,Jeongyeon,Yoo Jeongyeon,1996-11-01,Twice,South Korea,,Suwon,,,,Gyeonggi-do,,2015-10-20,JYP,9.0,9.0,Once,Yes
Female,Jeonyul,Jeon Yuri,1994-03-20,Stellar,South Korea,,Seoul,,,,Seoul,,2011-08-28,Pascal,4.0,4.0,Twinkle,No
Female,Jerrry,Ahn Sohyun,1992-08-27,Tahiti,South Korea,,Seoul,,,,Seoul,,2012-06-23,J-line,5.0,6.0,,No
Female,Jessica,Jessica Jung,1989-04-18,,South Korea,,,,Girls' Generation,,,,2007-08-05,,,,,No
Female,Jia,Meng Jia,1989-02-03,miss A,China,,Changja,,,,,,2010-07-01,JYP,3.0,4.0,Say A,No
Female,Jia,Guo Jiajia,2005-07-30,TRI.BE,China,,,,,,,,2021-02-17,TR - Mellow,7.0,7.0,TRUE,Yes
Female,Jia,Yoon Jia,2004-01-16,mimiirose,South Korea,,Incheon,,,,Incheon,,2022-09-16,YES IM,5.0,5.0,bloomii,Yes
Female,Jiae,Yoo Jiae,1993-05-21,Lovelyz,South Korea,,Seoul,,,,Seoul,,2014-11-17,Woollim,8.0,8.0,Lovelinus,No
Female,Jiae,Kim Jiae,1995-10-31,Wassup,South Korea,,,,,,,,2013-08-07,Mafia,7.0,7.0,,No
Female,Jian,Kwon Jieun,2001-03-14,LUNARSOLAR,South Korea,,,,S.E.T,,,,2020-09-02,J Planet,4.0,4.0,Haedal,No
Female,Jian,Kim Jian,2006-11-04,,South Korea,,,,LIGHTSUM,,,,2021-06-10,,,,,No
Female,Jiana,Noh Jihyeon,2006-02-02,YOUNG POSSE,South Korea,,Busan,,,,Busan,,2023-10-18,DSP,5.0,5.0,,Yes
Female,Jieun,Song Jieun,1990-05-05,SECRET,South Korea,,Seoul,,,,Seoul,,2009-10-13,TS,3.0,4.0,Secret Time,No
Female,Jieun,Park Jieun,1997-09-04,,South Korea,,,,Purple Kiss,,,,2021-03-15,,,,,No
Female,Jieun,Choi Jieun,2001-03-03,Bling Bling,South Korea,,,,,,,,2020-11-17,Major9,6.0,6.0,,Yes
Female,Jieun,Han Jieun,2009-11-05,YOUNG POSSE,South Korea,,,,,,,,2023-10-18,DSP,5.0,5.0,,Yes
Female,Jihan,Han Jihyo,2004-07-12,Weeekly,South Korea,,,,,Lead Vocal,,,2020-07-30,Play M,6.0,7.0,,Yes
Female,Jiheon,Baek Jiheon,2003-04-17,fromis_9,South Korea,,Jeolla,,,,,,2018-01-24,Off The Record,9.0,9.0,,Yes
Female,Jiho,Kim Jiho,1997-04-04,,South Korea,,Okcheon,,Oh My Girl,,Chungcheongbuk-do,,2015-04-21,,,,,No
Female,Jihyo,Park Jisoo,1997-02-01,Twice,South Korea,,Guri,,,"Leader, Main Vocal",Gyeonggi-do,,2015-10-20,JYP,9.0,9.0,Once,Yes
Female,Jihyo,Lee Jihyo,2001-04-22,PRECIOUS,South Korea,,Gyeonggi,,,,,PRCS,2020-09-23,Umi,5.0,5.0,,Yes
Female,Jihyun,Nam Jihyun,1990-01-09,4Minute,South Korea,,Seoul,,,,Seoul,,2009-06-15,Cube,5.0,5.0,4nia,No
Female,Jimin,Shin Jimin,1991-01-08,,South Korea,,Seoul,AOA BLACK,AOA,,Seoul,,2012-08-09,,,,,No
Female,Jimin,Won Jimin,2007-11-25,CLASS:y,South Korea,,,,,,,,2022-05-05,Universal,7.0,7.0,,Yes
Female,JIN,Park Myungeun,1996-06-12,Lovelyz,South Korea,,Busan,,,,Busan,,2014-11-17,Woollim,8.0,8.0,Lovelinus,No
Female,JinE,Shin Hyejin,1995-01-22,,South Korea,,Pohang,,Oh My Girl,,Gyeongsangbuk-do,,2015-04-21,,,,,No
Female,Jinha,Kim Jinha,2003-11-21,TRI.BE,South Korea,,,,,,,,2021-02-17,TR - Mellow,7.0,7.0,TRUE,Yes
Female,Jinhui,,1996-11-21,Lusty,South Korea,,Seongnam,,,Main Vocal,Gyeonggi-do,,2019-06-26,babaplay,5.0,5.0,,Yes
Female,Jinju,Park Jinju,1990-04-28,,South Korea,,,,Wassup,,,,2013-08-07,,,,,No
Female,Jinni,Choi Yujin,2004-04-16,,South Korea,,,,NMIXX,,,,2022-02-22,,,,,No
Female,Jinny,Park Jinhee,1998-01-19,SECRET NUMBER,South Korea,USA,California,,,,,,2020-05-19,Vine,5.0,5.0,,Yes
